cluster_id,score,summarymà
164,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",Ông Phạm_Quang_Diệu chuyên_gia phân_tích thị_trường lúa gạo Công_ty Agromonitor nhìn_nhận Trong 5-7 năm gần đây xuất_khẩu gạo_nước ta có tiến_triển lớn.Đối_với gạo cấp cao hơn xuất sang thị_trường châu_Âu gạo của Việt_Nam cũng đang có vị_thế rất tốt khi một_số loại như Jasmine ST24 ST25 không đủ bán …_Đáng chú_ý Việt_Nam không chỉ có thị_trường mà_còn có những loại gạo cạnh_tranh như DT8 ST …_Đây là sản_phẩm đặc_trưng mà Thái_Lan không có.Trong thời_gian qua giá gạo xuất_khẩu của các nước trồi sụt thất_thường thì giá gạo của Việt_Nam ổn_định và đang dẫn_đầu trong 4 nước xuất_khẩu gạo truyền_thống.Tuy_nhiên để biến tiềm_năng này thành hiện_thực thì người trồng lúa và doanh_nghiệp xuất_khẩu gạo cần áp_dụng triệt_để trên diện rộng Global_G.A.P đồng_thời đẩy_mạnh sản_xuất gạo thơm chất_lượng cao.Thương_nhân Thái đang lo_ngại sức cạnh_tranh của gạo Việt_Nam và Thái_Lan có_thể để mất thị_phần.Các thương_nhân quốc_tế công_nhận sức cạnh_tranh của gạo Việt_Nam tốt hơn.Tuy_nhiên những năm trở_lại đây khi Philippines chuyển_đổi sang cơ_chế nhập_khẩu tư_nhân thì doanh_nghiệp xuất_khẩu gạo Việt_Nam cũng thích_ứng dần khi sản_xuất được gạo phẩm_cấp cao hơn.Cơ_cấu chủng_loại gạo xuất_khẩu phẩm_cấp thấp và phẩm_cấp cao của Việt_Nam_đảo_ngược hoàn_toàn ông Diệu đánh_giá.Cục trồng_trọt Cục bảo_vệ thực_vật và Chính_quyền các địa_phương có diện_tích đất trồng lúa lớn cần triển_khai các Chương_trình hỗ_trợ nông_dân về giống lúa vật_tư nông_nghiệp an_toàn xay_xát và bảo_quản lúa gạo trước khi xuất_khẩu.Phó Chủ_tịch VFA cũng chỉ ra ngành gạo Việt_Nam đang đối_mặt với nhiều khó_khăn đó là thu_nhập của người nông_dân giảm mạnh giá lúa không giảm nhưng phân_bón chi_phí vận_tải tăng đột_biến
165,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Kể từ đầu dịch đến nay Việt_Nam có 10.767.200 ca nhiễm đứng thứ 12/227 quốc_gia và vùng lãnh_thổ trong khi với tỷ_lệ số ca nhiễm 1 triệu dân Việt_Nam đứng thứ 112 227 quốc_gia và vùng lãnh_thổ bình_quân cứ 1_triệu người có 108.620 ca nhiễm.Về tình_hình điều_trị có thêm 9.328 bệnh_nhân được công_bố khỏi bệnh trong ngày nâng tổng_số ca được điều_trị khỏi là 9.851.504.Kể từ đầu dịch đến nay Việt_Nam có 10.767.200 ca mắc đứng thứ 12/227 quốc_gia và vùng lãnh_thổ trong khi với tỷ_lệ số ca mắc 1 triệu dân Việt_Nam đứng thứ 112 227 quốc_gia và vùng lãnh_thổ bình_quân cứ 1_triệu người có 108.620 ca mắc.Kể từ đầu dịch đến nay Việt_Nam có 10.767.200 ca nhiễm đứng thứ 12/227 quốc_gia và vùng lãnh_thổ trong khi với tỉ_lệ số ca nhiễm 1 triệu dân Việt_Nam đứng thứ 112 227 quốc_gia và vùng lãnh_thổ bình_quân cứ 1_triệu người có 108.620 ca nhiễm.Hôm_nay cả nước có 9.400_F0 khỏi bệnh gấp 9 lần số mắc mới.Về tình_hình_dịch Covid-19 hôm_nay Bộ Y_tế cho biết từ 16 giờ ngày 22-7 đến 16 giờ ngày 23-7 trên Hệ_thống Quốc_gia quản_lý ca bệnh Covid-19 ghi_nhận 1.071 ca mắc giảm 71 ca so với ngày trước đó
166,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Theo thông_tin từ Trung_tâm_Bệnh nhiệt_đới Bệnh_viện Bạch_Mai hiện Trung_tâm đang điều_trị cho một bệnh_nhân sốt mò sau một hành_trình dài đi qua một_số bệnh_viện và chuyên_khoa khác nhau.Bệnh_nhân chỉ ở nhà làm_vườn xuất_hiện sốt kèm theo tức ngực khó thở ngày thứ 5 đến BV Việt Tiệp Hải_Phòng trong tình_trạng sốt cao tức ngực khó thở.Tại BV Việt Tiệp bệnh_nhân được chẩn_đoán suy hô_hấp nhiễm_trùng huyết điều_trị tại BV Việt Tiệp 2 ngày không đỡ nên đã chuyển đến BV Bạch_Mai.Tại Trung_tâm Cấp_cứu A9 Bệnh_viện Bạch_Mai sau khi thăm khám lâm_sàng ban_đầu các bác_sĩ chẩn_đoán bệnh_nhân viêm phổi suy hô_hấp nhiễm_khuẩn huyết và được chuyển đến Trung_tâm Hô_hấp.Đó là bệnh_nhân nữ 75 tuổi sống ở An_Dương Hải_Phòng
167,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Mới đây ông Fatih_Dönmez Bộ_trưởng Bộ Năng_lượng và Tài_nguyên Thiên_nhiên Thổ Nhĩ Kỳ đã đưa ra một thông_báo chấn_động thế_giới Quốc_gia này tìm ra mỏ đất_hiếm có trữ_lượng rất lớn xếp thứ 2 trong các mỏ đất_hiếm trên thế_giới.Cụ_thể mỏ đất_hiếm này đã được tìm thấy tại Beylikova trung_tâm bán_đảo Anatolia còn gọi_là Bán_đảo Tiểu_Á Thổ Nhĩ Kỳ có trữ_lượng ước_tính lên tới 694 triệu tấn xếp sau Trung_Quốc với 800 triệu tấn.Thổ Nhĩ Kỳ IMMIB trữ_lượng của mỏ đất_hiếm trời cho này đủ để phục_vụ nhu_cầu_toàn thế_giới trong 1.000 năm.Theo Bộ_trưởng Bộ Năng_lượng và Tài_nguyên Thiên_nhiên Thổ Nhĩ Kỳ ông Fatih_Donmez tiết_lộ hồi_đầu tháng 7/2022 rằng mỏ dự_trữ nguyên_tố đất_hiếm này nằm ở quận Beylikova của Eskisehir ở trung_tâm Anatolia một bán_đảo lớn ở Tây_Á thuộc lãnh_thổ nước này.Theo trang_web Market_Watch đưa tin vào tuần trước Thổ Nhĩ Kỳ được cho là đã phát_hiện ra khu dự_trữ đất_hiếm lớn thứ hai thế_giới ở khu_vực trung_tâm Anatolia.Cũng theo Anadolu_Agency khu dự_trữ đất_hiếm của Thổ_Nhỹ_Kỳ ước_tính có trữ_lượng 694 triệu tấn chỉ đứng sau Trung_Quốc nước hiện có mỏ đất_hiếm lớn nhất thế_giới với trữ_lượng 800 triệu tấn.Cho tới nay Thổ Nhĩ Kỳ chưa công_bố danh_sách các loại nguyên_tố đất_hiếm mà quốc_gia này sẽ khai_thác được từ đây song Bộ_trưởng Fatih_Dönmez cho biết rằng sẽ có 10/17 nguyên_tố hiếm được khai_thác.Theo một_số công_ty về đất_hiếm ở Trung_Quốc việc phát_hiện ra một khu dự_trữ đất_hiếm ở Thổ Nhĩ Kỳ sẽ không tác_động đến vị_thế trên toàn_cầu của quốc_gia này
168,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Theo Daily_Mail Nick_Cannon rapper sắp đón con thứ 8 chúc_mừng Elon_Musk có con với Shivon_Zilis đồng_thời thể_hiện thái_độ ủng_hộ quan_điểm gia_đình đông thành_viên của CEO_Tesla.Trả_lời dòng tweet của tỷ_phú nổi_tiếng về việc cố_gắng ngăn_cản sự suy_giảm dân_số Cannon vui_vẻ nói Tôi ở ngay đây với anh anh_trai tôi.Trong chia_sẻ khác Musk cũng được chồng cũ Mariah_Carey ủng_hộ khi nói Cho_đến nay tỷ_lệ sinh giảm vẫn là mối nguy_hiểm lớn nhất mà nền văn_minh nhân_loại phải đối_mặt.Hôm 7/7 thông_tin tỷ_phú công_nghệ Elon_Musk có thêm 2 người con sinh_đôi được Business_Insider tiết_lộ.Cặp vợ_chồng Kristen_Bell và Dax_Shepard thường_xuyên thảo_luận về việc nuôi dạy con_cái trên trang cá_nhân nhưng họ che mặt con_gái mình bằng các biểu_tượng cảm_xúc emoji.Sau hai tháng nguôi_ngoai nỗi đau mất con anh chuẩn_bị có con thứ 8 nhưng là con chung đầu_tiên với người_mẫu Bre_Tiesi
169,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Ngày 27/5 bệnh_nhân được người_nhà đưa vào Bệnh_viện Đa_khoa vùng Tây_Nguyên điều_trị và được chẩn_đoán bệnh_dại lên_cơn.Trường_hợp tử_vong là bệnh_nhân H.N.H sinh năm 2006 ở Buôn_Cư_Mblim xã Ea_Kao thành_phố Buôn_Ma_Thuột.Trước đó ngày 25/5 bệnh_nhân xuất_hiện các triệu_chứng sốt mệt_mỏi ăn_uống kém sợ nước gió.Sau khi ghi_nhận trường_hợp bệnh_nhân tử_vong nghi do dại CDC đã chỉ_đạo Trung_tâm Y_tế thành_phố Buôn_Ma_Thuột tiếp_tục giám_sát ổ dịch dại trên người tại địa_phương đẩy_mạnh tăng_cường công_tác truyền_thông phòng chống bệnh_dại đồng_thời phối_hợp các cơ_quan đoàn_thể liên_quan có hướng xử_lý kịp_thời không để dịch_bệnh bùng_phát ra cộng_đồng.Từ năm 2004 đến nay bệnh_dại có chiều_hướng tăng tập_trung tại một_số tỉnh Phú Thọ Tuyên_Quang Yên_Bái Hà_Tây Gia_Lai Bến_Tre Bình_Thuận.Sau đó bệnh_nhân được người_nhà xin chuyển vào Bệnh_viện Nhiệt_đới thành_phố Hồ_Chí_Minh.Tuy_nhiên theo thống_kê từ tháng 5 8 thời_gian số ca mắc bệnh_dại tăng cao.Theo báo_cáo của Tổ_chức Y_tế_Thế_giới WHO bệnh_dại phổ_biến trên toàn thế_giới.Sau 2 tháng bé phát bệnh dại và tử_vong
170,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Nhằm cung_cấp thêm các luận_cứ khoa_học cơ_sở lý_luận kinh_nghiệm quốc_tế và một_số đề_xuất về chủ_trương mô_hình chính_sách công_nghiệp hóa hiện_đại_hóa của Việt_Nam góp_phần phục_vụ xây_dựng đề_án Chủ_trương chính_sách công_nghiệp hóa hiện_đại hóa đến năm 2030 tầm nhìn đến năm 2045 trình Hội_nghị Trung_ương 6 khóa XIII vào tháng 10/2022 sáng 28/7 đã diễn ra Hội_thảo khoa_học quốc_gia Chủ_trương và chính_sách công_nghiệp hóa hiện_đại hóa đất_nước đến năm 2030 tầm nhìn đến năm 2045.Đại_học Quốc_gia Hà_Nội cũng ban_hành Chiến_lược phát_triển khoa_học công_nghệ và đổi_mới sáng_tạo giai_đoạn 2021 2030 với quan_điểm khoa_học công_nghệ và đổi_mới sáng_tạo là nền_tảng động_lực cho sự phát_triển của Đại_học Quốc_gia Hà_Nội thành_lập Kênh hợp_tác và phát_triển doanh_nghiệp và phát_triển thành điểm kết_nối cung-cầu khoa_học và công_nghệ của đơn_vị các doanh_nghiệp trong và ngoài nước các khu công_nghệ_cao.Chia_sẻ về chính_sách hỗ_trợ tìm_kiếm kết_nối đổi_mới công_nghệ và đổi_mới sáng_tạo ông Phạm_Thế_Dũng Phó Cục_trưởng phụ_trách Cục Ứng_dụng và phát_triển công_nghệ Bộ_KH&CN cho biết trong khuôn_khổ đề_án Thúc_đẩy chuyển_giao làm_chủ và phát_triển công_nghệ từ nước_ngoài vào Việt_Nam trong các ngành lĩnh_vực ưu_tiên giai_đoạn đến năm 2025 định_hướng đến năm 2030 Bộ_KH&CN đã xây_dựng và triển_khai Chương_trình tìm_kiếm và chuyển_giao công_nghệ nước_ngoài đến năm 2030 và Chương_trình đổi_mới công_nghệ quốc_gia đến năm 2030.ĐHQGHN được Đảng Nhà_nước và Chính_phủ giao nhiều chương_trình nhiệm_vụ KHCN trọng_điểm Chương_trình KHCN trọng_điểm phục_vụ phát_triển kinh_tế-xã hội vùng Tây_Bắc dự_án Dịch_thuật và phát_huy tinh_hoa giá_trị các tác_phẩm kinh_điển phương_Đông nhiệm_vụ xây_dựng Bộ_Địa_chí quốc_gia Việt_Nam.Tại hội_thảo các đại_biểu tham_dự đã trao_đổi thảo_luận xoay quanh các nội_dung chính_sách hỗ_trợ hoạt_động tìm_kiếm kết_nối đổi_mới công_nghệ và đổi_mới sáng_tạo thực_trạng hợp_tác giữa trường đại_học doanh_nghiệp và địa_phương trong nghiên_cứu chuyển_giao thu_hút đầu_tư cho phát_triển kinh_tế-xã hội.Quan_điểm và các mục_tiêu của đổi_mới sáng_tạo trong giai_đoạn sắp tới cũng được đề ra cụ_thể tại Chiến_lược phát_triển khoa_học công_nghệ và đổi_mới sáng_tạo đến năm 2030.Phát_biểu chỉ_đạo hội_thảo Bộ_trưởng Bộ Khoa_học_và_Công_nghệ_Huỳnh_Thành_Đạt nhấn_mạnh nước ta hiện đang bước vào giai_đoạn mới của phát_triển kinh_tế tập_trung vào tăng năng_suất hiệu_quả đòi_hỏi phải tập_trung nhiều hơn vào việc nâng cao năng_suất lao_động thông_qua đổi_mới công_nghệ và đổi_mới sáng_tạo
171,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Trên thị_trường_chứng_khoán phái_sinh ngày 5/7 các hợp_đồng tương_lai đều đóng cửa trong sắc đỏ do tác_động tâm_lý không tích_cực từ thị_trường cơ_sở.Theo đó các hợp_đồng_đều đóng cửa giảm từ 3,3 điểm đến 8,9 điểm.Đây cũng là trạng_thái của chỉ_số cơ_sở khi giảm 6,32 điểm.Tổng_thanh_khoản thị_trường phái_sinh phiên_5/7 bật tăng mạnh do biến_động từ các hợp_đồng là khá lớn"
172,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Trước đó trong cuộc họp_báo ngày 23.6 Người_phát_ngôn Lê_Thị_Thu_Hằng đã nêu phản_ứng của Việt_Nam trước việc Cục Hải sự tỉnh Hải_Nam thông_báo tập_trận quân_sự ngày 19.6 tại khu_vực nằm trong lãnh_hải 12 hải_lý của đảo Phú_Lâm thuộc quần_đảo Hoàng_Sa của Việt_Nam.Trong thông_báo đưa ra ngày 15/7 Cục Hải sự Hải_Nam thông_báo cấm đi_lại trên khu_vực rộng hơn 60.000_km2 bao_trùm lên quần_đảo Hoàng_Sa của Việt_Nam.Tại cuộc họp_báo thường kỳ chiều 21/7 Phó Phát_ngôn_viên Bộ Ngoại_giao Phạm_Thu_Hằng nhắc lại lập_trường của Việt_Nam về việc Trung_Quốc tập_trận ở Hoàng_Sa trong tuyên_bố đưa ra ngày 23/6
173,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",Kênh YouTube_Sojang đã đăng video chứa đoạn cắt phần quay cảnh hôn đầu_tiên cho bộ phim Start-Up của Suzy và Nam_Joo_Hyuk.Ngày 30/6 tờ Wikitree đưa tin sau khi vướng cáo_buộc bạo_lực học đường Nam_Joo_Hyuk tiếp_tục bị chỉ_trích thô_lỗ vì cách hành_xử với Suzy trong quá_trình hai người đóng phim Start-Up.Đoạn video quay lại quá_trình_diễn cảnh hôn của Suzy và Nam_Joo_Hyuk được đài tvN đăng tháng 12/2020.Bằng_chứng là cả phim_trường đều đã cười sau lời trêu đó thậm_chí Suzy còn cười lớn và đánh yêu nam diễn_viên một cái trước khi thực_hiện những cảnh quay tiếp_theo.Cụ_thể sau khi cả hai kết_thúc cảnh hôn trên sân_thượng của một tòa nhà Nam_Joo_Hyuk hỏi Suzy Hôm_nay cậu ăn gì thế.Đầy_đủ hậu_trường cảnh hôn của Nam_Joo_Hyuk và Suzy.Công_chúng cho rằng trò_đùa của Nam_Jo_Hyuk với Suzy đã đi quá giới_hạn
174,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Chương_trình khai_mạc chiều 26-6 với chuỗi các tiết_mục đa_dạng đặc_sắc ở nhiều thể_loại múa cồng_chiêng xiếc đường_phố flamenco hip hop của các đoàn nghệ_thuật như Đoàn múa lân sư rồng Huế Đoàn nghệ_thuật dân_tộc Lào_Cai Đoàn múa Belogorie Nga Đoàn ca_múa dân_tộc Dak_Lak Liên_đoàn Xiếc Việt_Nam Nhà_hát Ca_múa_nhạc dân_gian Việt Bắc Nhóm nhảy Unity_Crew.Và một màn hip hop ngẫu_hứng.Các hoạt_động trình_diễn trên đường_phố với sự đa_dạng sắc_màu văn_hóa của các đoàn nghệ_thuật trong nước và quốc_tế cộng_hưởng giữa sự trình_diễn của các nghệ_sĩ cùng_với sự cổ_vũ đầy hào_hứng nhiệt_tình của người dân và du_khách đã tạo nên không_khí sôi_động trên đường_phố Huế trong những ngày diễn ra Festival.Đoàn ca_múa dân_tộc Dak_Lak biểu_diễn.Tuần_lễ Festival Huế_2022 diễn ra từ ngày 24_–_30/6 gồm 8 chương_trình chính và 28 hoạt_động đồng_hành diễn ra liên_tục cả ngày và đêm gần 30 đoàn nghệ_thuật và nghệ_sĩ trong và ngoài nước với hơn 700 nghệ_sĩ chuyên_nghiệp và hàng ngàn diễn_viên người_mẫu sẽ tham_gia biểu_diễn.Đoàn ca_múa_nhạc dân_gian Việt Bắc
